job_title,salary_usd,salary_currency,salary_local,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,benefits_score,company_name
Machine Learning Engineer,269491,USD,269491,EX,FT,United States,S,United States,50,"Tableau, R, Azure",Associate,15,Consulting,8.9,Digital Transformation LLC
Research Scientist,103816,CHF,93434,EN,FL,Switzerland,M,Switzerland,0,"GCP, R, Mathematics",Master,1,Government,9.4,DataVision Ltd
Data Analyst,120743,USD,120743,SE,PT,South Korea,M,Nigeria,100,"PyTorch, Java, Data Visualization",Bachelor,8,Education,8.4,TechCorp Inc
Data Scientist,23025,USD,23025,MI,FT,India,S,Denmark,100,"Linux, Hadoop, Python, Computer Vision",Associate,4,Consulting,5.5,Machine Intelligence Group
Autonomous Systems Engineer,44505,USD,44505,SE,FT,India,L,Romania,50,"Hadoop, Data Visualization, Git",Associate,6,Telecommunications,8.7,Cognitive Computing
Head of AI,105183,JPY,11570130,MI,PT,Japan,L,South Korea,100,"GCP, Spark, Deep Learning",PhD,3,Gaming,5.8,Autonomous Tech
Machine Learning Engineer,137294,USD,137294,EX,PT,Israel,S,Mexico,0,"R, Scala, Docker, GCP",Master,12,Finance,8.3,DeepTech Ventures
ML Ops Engineer,101696,GBP,76272,SE,PT,United Kingdom,S,United Kingdom,100,"Kubernetes, Azure, PyTorch, Statistics, Mathematics",Associate,6,Telecommunications,7.1,Autonomous Tech
Data Analyst,64069,EUR,54459,MI,PT,Austria,S,Austria,50,"Docker, NLP, Mathematics, Data Visualization",Bachelor,3,Energy,5.4,TechCorp Inc
AI Product Manager,111264,USD,111264,SE,PT,South Korea,M,South Korea,100,"Data Visualization, Linux, SQL, R, Deep Learning",PhD,6,Media,8.8,Smart Analytics
Principal Data Scientist,109807,USD,109807,MI,PT,Denmark,M,Denmark,50,"Python, Spark, Deep Learning",Associate,4,Telecommunications,7.9,Cloud AI Solutions
AI Research Scientist,92835,EUR,78910,MI,CT,Netherlands,M,Netherlands,100,"Spark, Computer Vision, PyTorch, Tableau",Associate,3,Retail,6.1,Neural Networks Co
AI Product Manager,203369,EUR,172864,EX,CT,France,M,France,0,"PyTorch, Docker, Deep Learning",Bachelor,13,Retail,7.4,Future Systems
Head of AI,177370,USD,177370,EX,CT,Israel,S,Israel,100,"Git, AWS, Python, TensorFlow",Master,17,Telecommunications,9.3,Quantum Computing Inc
AI Software Engineer,244805,CHF,220325,EX,PT,Switzerland,L,Switzerland,100,"Docker, Python, Data Visualization, TensorFlow",PhD,18,Retail,8.5,Algorithmic Solutions
AI Product Manager,35462,USD,35462,MI,FT,India,L,India,100,"Tableau, AWS, Mathematics, Linux",Bachelor,3,Healthcare,9.7,Future Systems
Data Scientist,68404,CAD,85505,EN,FL,Canada,L,Romania,100,"Azure, Scala, SQL, PyTorch, Spark",Associate,0,Real Estate,6.5,Cognitive Computing
Autonomous Systems Engineer,128996,AUD,174145,SE,FT,Australia,L,Ukraine,100,"GCP, Spark, MLOps, NLP, SQL",Bachelor,7,Healthcare,5.0,Machine Intelligence Group
Data Analyst,72807,EUR,61886,EN,FT,Austria,M,Austria,100,"Git, R, Scala, Deep Learning, SQL",PhD,0,Energy,7.5,Autonomous Tech
Deep Learning Engineer,107118,USD,107118,MI,CT,Denmark,M,Denmark,100,"PyTorch, Data Visualization, GCP, TensorFlow, Linux",Bachelor,4,Automotive,8.1,Cognitive Computing
Principal Data Scientist,27731,USD,27731,MI,FT,India,M,India,0,"Python, Linux, TensorFlow",Master,4,Consulting,8.5,Autonomous Tech
AI Research Scientist,74228,USD,74228,EN,PT,Norway,M,Norway,100,"Mathematics, Kubernetes, R, Spark, Scala",PhD,0,Automotive,9.4,Digital Transformation LLC
AI Consultant,77712,USD,77712,EN,FL,Sweden,M,Sweden,0,"Hadoop, PyTorch, Git, Computer Vision",Associate,1,Manufacturing,6.1,AI Innovations
AI Specialist,94668,USD,94668,EX,PT,China,S,China,50,"SQL, NLP, Kubernetes, PyTorch, GCP",PhD,19,Consulting,5.4,Cloud AI Solutions
AI Architect,212705,USD,212705,EX,FT,South Korea,L,Luxembourg,100,"R, GCP, Tableau",Master,16,Manufacturing,6.1,Quantum Computing Inc
AI Research Scientist,200761,CHF,180685,EX,PT,Switzerland,S,Switzerland,50,"Kubernetes, SQL, PyTorch, R",Master,11,Real Estate,7.1,DeepTech Ventures
Machine Learning Engineer,85039,AUD,114803,MI,CT,Australia,M,Australia,100,"Statistics, Tableau, MLOps, Java",Bachelor,2,Manufacturing,9.5,Predictive Systems
AI Product Manager,62080,USD,62080,EX,CT,India,L,India,50,"Scala, Git, Tableau, Kubernetes, Azure",Bachelor,12,Real Estate,5.1,Cognitive Computing
AI Architect,196292,USD,196292,EX,CT,Sweden,M,Argentina,100,"R, SQL, Deep Learning",Associate,18,Education,9.4,Quantum Computing Inc
AI Specialist,158220,USD,158220,EX,CT,Sweden,M,Sweden,0,"SQL, TensorFlow, Deep Learning",PhD,19,Gaming,7.8,Cognitive Computing
AI Architect,29068,USD,29068,MI,FT,India,M,Indonesia,100,"Computer Vision, Hadoop, Linux",Master,4,Gaming,7.7,DataVision Ltd
Data Scientist,61344,GBP,46008,EN,CT,United Kingdom,M,France,0,"TensorFlow, Java, Mathematics, GCP",PhD,1,Transportation,7.4,Smart Analytics
AI Architect,192580,CHF,173322,SE,FL,Switzerland,M,Switzerland,50,"TensorFlow, NLP, Linux",PhD,5,Technology,9.7,Predictive Systems
Data Engineer,69295,SGD,90084,EN,PT,Singapore,L,Singapore,100,"SQL, GCP, Computer Vision",Master,0,Retail,8.5,TechCorp Inc
Computer Vision Engineer,132554,EUR,112671,SE,CT,France,M,France,50,"Kubernetes, Scala, Computer Vision, Java, Docker",Associate,7,Real Estate,8.8,Quantum Computing Inc
AI Consultant,172103,EUR,146288,EX,FL,France,S,Czech Republic,0,"R, SQL, Statistics, Azure, Computer Vision",Master,14,Manufacturing,7.4,DeepTech Ventures
AI Specialist,113947,GBP,85460,SE,FT,United Kingdom,M,United Kingdom,50,"Git, Deep Learning, R",Bachelor,8,Energy,9.4,Cognitive Computing
AI Consultant,38972,USD,38972,MI,CT,China,M,China,50,"Tableau, Hadoop, Deep Learning, Spark, GCP",Associate,2,Retail,9.4,Future Systems
Robotics Engineer,129198,EUR,109818,SE,PT,Austria,L,Canada,100,"SQL, Git, NLP, Python, Kubernetes",Associate,9,Healthcare,7.3,DataVision Ltd
Machine Learning Researcher,85968,USD,85968,EN,FL,Sweden,L,Sweden,0,"R, Azure, NLP, SQL, Data Visualization",Bachelor,1,Government,5.2,Cognitive Computing
AI Specialist,89602,USD,89602,EN,PT,Denmark,M,Portugal,50,"Computer Vision, Java, Python, Scala",PhD,1,Finance,5.5,Digital Transformation LLC
AI Software Engineer,75324,USD,75324,EN,PT,United States,S,United States,50,"GCP, Scala, Data Visualization, Spark",PhD,1,Real Estate,9.3,AI Innovations
AI Consultant,89924,USD,89924,MI,CT,Finland,S,Finland,0,"Azure, Docker, Deep Learning",Master,3,Media,9.8,Digital Transformation LLC
Machine Learning Engineer,65329,USD,65329,EN,PT,South Korea,M,Switzerland,100,"R, Hadoop, Spark, Mathematics, Computer Vision",Bachelor,0,Healthcare,5.2,DataVision Ltd
AI Software Engineer,93470,AUD,126185,MI,CT,Australia,M,Australia,0,"MLOps, R, Tableau",Master,4,Media,8.1,Digital Transformation LLC
Research Scientist,95936,JPY,10552960,EN,PT,Japan,L,Japan,100,"Git, Python, MLOps",Master,0,Finance,8.2,Predictive Systems
Machine Learning Researcher,112418,SGD,146143,MI,PT,Singapore,M,Singapore,0,"Linux, R, Hadoop, Statistics, MLOps",Associate,4,Consulting,9.9,AI Innovations
AI Architect,210662,USD,210662,EX,CT,Sweden,S,Sweden,0,"SQL, Hadoop, TensorFlow, Spark",Bachelor,16,Gaming,7.4,DataVision Ltd
Machine Learning Engineer,55827,USD,55827,EN,FT,South Korea,M,South Korea,0,"SQL, Docker, MLOps, Azure",Associate,1,Real Estate,5.2,Neural Networks Co
Deep Learning Engineer,174827,USD,174827,SE,PT,Denmark,M,Denmark,50,"Computer Vision, SQL, Kubernetes, Mathematics",Bachelor,5,Healthcare,5.9,Machine Intelligence Group
Head of AI,222968,USD,222968,EX,FT,South Korea,L,Nigeria,100,"PyTorch, Hadoop, TensorFlow",PhD,17,Energy,6.0,Autonomous Tech
Data Analyst,250630,USD,250630,EX,FL,Denmark,L,Estonia,50,"Python, Docker, MLOps, Azure",Bachelor,15,Telecommunications,6.1,Cloud AI Solutions
AI Product Manager,188795,CHF,169916,SE,FT,Switzerland,M,Switzerland,0,"R, Docker, Tableau, Azure, PyTorch",Associate,5,Technology,7.6,AI Innovations
Data Scientist,116184,EUR,98756,SE,FT,France,S,Italy,50,"Linux, Java, Scala, Kubernetes, MLOps",PhD,5,Automotive,5.5,Digital Transformation LLC
Deep Learning Engineer,85463,USD,85463,EN,FL,Israel,L,Switzerland,100,"Deep Learning, MLOps, Statistics, NLP",Associate,1,Government,6.5,Smart Analytics
Robotics Engineer,62097,EUR,52782,EN,PT,Netherlands,S,Netherlands,0,"Hadoop, Kubernetes, Python",Associate,1,Energy,9.3,Cognitive Computing
Data Scientist,77625,USD,77625,EN,FL,Israel,L,Israel,50,"AWS, Kubernetes, PyTorch, Docker",Bachelor,1,Technology,5.7,Digital Transformation LLC
Data Engineer,89334,JPY,9826740,MI,CT,Japan,M,Canada,100,"Linux, GCP, Statistics, AWS, Hadoop",Bachelor,2,Manufacturing,9.5,Neural Networks Co
Deep Learning Engineer,115065,EUR,97805,SE,CT,Austria,M,Austria,0,"SQL, Git, Tableau, Linux",Master,7,Consulting,6.6,Quantum Computing Inc
NLP Engineer,29565,USD,29565,MI,CT,India,M,India,100,"Python, Linux, Tableau, TensorFlow",PhD,2,Manufacturing,8.4,Neural Networks Co
Autonomous Systems Engineer,151856,USD,151856,SE,FL,Denmark,M,Denmark,0,"PyTorch, Docker, Tableau, Spark, GCP",PhD,6,Real Estate,6.1,Algorithmic Solutions
Principal Data Scientist,59832,USD,59832,EN,FL,Israel,L,Australia,100,"Git, TensorFlow, SQL, NLP",Associate,1,Government,9.5,Cloud AI Solutions
Data Scientist,100061,USD,100061,SE,FT,Finland,S,Finland,0,"Docker, Python, TensorFlow, Tableau, Kubernetes",Bachelor,7,Gaming,8.8,Autonomous Tech
Computer Vision Engineer,55729,EUR,47370,EN,FL,France,S,France,50,"Docker, R, GCP, SQL",PhD,0,Education,7.7,Quantum Computing Inc
Machine Learning Researcher,47262,EUR,40173,EN,FT,France,S,France,50,"Python, TensorFlow, MLOps, Deep Learning, Java",Master,1,Education,9.0,AI Innovations
AI Product Manager,126583,USD,126583,EX,PT,Ireland,S,Ireland,100,"Data Visualization, Linux, Java",Master,19,Automotive,8.7,Autonomous Tech
NLP Engineer,46601,EUR,39611,EN,PT,France,S,France,50,"Scala, Statistics, Linux, TensorFlow, MLOps",Master,0,Consulting,7.1,AI Innovations
AI Research Scientist,53772,GBP,40329,EN,PT,United Kingdom,S,United Kingdom,100,"Tableau, Git, Computer Vision",PhD,1,Technology,5.1,Smart Analytics
Data Scientist,203974,USD,203974,EX,FL,Ireland,L,Ireland,100,"Git, Python, Scala",Bachelor,17,Consulting,7.8,AI Innovations
AI Product Manager,23558,USD,23558,EN,FT,China,S,China,100,"Linux, Scala, Mathematics, Computer Vision",PhD,0,Gaming,9.1,Smart Analytics
Head of AI,195265,USD,195265,EX,FT,Finland,M,Finland,0,"Kubernetes, PyTorch, Scala, Git, AWS",Bachelor,12,Media,9.6,Quantum Computing Inc
AI Consultant,125170,USD,125170,MI,PT,United States,L,United States,0,"Tableau, Hadoop, PyTorch",Master,2,Energy,5.3,Autonomous Tech
Machine Learning Researcher,154524,USD,154524,MI,PT,Norway,L,Norway,0,"Python, Scala, GCP, Computer Vision, AWS",Master,4,Gaming,6.8,Future Systems
Principal Data Scientist,78129,EUR,66410,MI,FT,Germany,M,Switzerland,100,"Mathematics, TensorFlow, Kubernetes",Master,4,Education,6.1,AI Innovations
AI Specialist,82474,USD,82474,EN,FL,Denmark,L,Denmark,100,"AWS, Linux, Tableau",Master,0,Government,6.7,Digital Transformation LLC
Data Analyst,60195,USD,60195,EN,CT,Ireland,S,Ireland,50,"Hadoop, NLP, Scala, Azure, Spark",Associate,0,Manufacturing,7.4,TechCorp Inc
Computer Vision Engineer,85391,JPY,9393010,EN,FL,Japan,M,Japan,50,"Scala, Python, Mathematics, GCP",Master,0,Consulting,8.4,DeepTech Ventures
AI Product Manager,138187,GBP,103640,SE,PT,United Kingdom,M,United Kingdom,0,"NLP, PyTorch, SQL",Associate,7,Government,7.6,Future Systems
AI Research Scientist,90522,USD,90522,MI,CT,United States,S,Brazil,50,"SQL, Docker, PyTorch",PhD,4,Consulting,8.7,TechCorp Inc
Data Scientist,118016,EUR,100314,SE,FL,France,S,France,100,"Deep Learning, Spark, Python, Computer Vision, Linux",Bachelor,5,Media,7.7,Quantum Computing Inc
Principal Data Scientist,45677,USD,45677,MI,FT,China,L,China,50,"TensorFlow, Statistics, Git, MLOps",Master,2,Real Estate,7.3,DataVision Ltd
AI Specialist,80735,USD,80735,MI,PT,Ireland,S,Ireland,100,"Kubernetes, PyTorch, SQL, MLOps",Associate,3,Energy,6.8,Smart Analytics
Data Engineer,174749,EUR,148537,SE,FT,Netherlands,L,Nigeria,50,"Kubernetes, SQL, Python",Master,6,Media,5.5,DataVision Ltd
Autonomous Systems Engineer,153986,USD,153986,EX,FL,South Korea,S,South Korea,50,"GCP, Python, Data Visualization",Master,19,Government,6.4,Digital Transformation LLC
AI Consultant,239879,GBP,179909,EX,PT,United Kingdom,S,United Kingdom,100,"Java, TensorFlow, Docker, SQL, AWS",Associate,10,Gaming,7.5,Algorithmic Solutions
AI Product Manager,113202,JPY,12452220,MI,PT,Japan,L,Japan,0,"NLP, Spark, Python, TensorFlow, Git",Bachelor,3,Government,5.6,Quantum Computing Inc
Deep Learning Engineer,176289,USD,176289,EX,FT,Sweden,M,Sweden,0,"Data Visualization, GCP, Linux",Associate,19,Real Estate,7.7,Quantum Computing Inc
AI Specialist,74877,CAD,93596,EN,FL,Canada,M,Romania,100,"Hadoop, Data Visualization, AWS, Java",Master,0,Transportation,5.7,Autonomous Tech
Deep Learning Engineer,121054,USD,121054,SE,PT,Israel,M,South Africa,50,"GCP, AWS, Mathematics, Tableau",Bachelor,9,Manufacturing,7.1,Predictive Systems
Head of AI,121862,CAD,152328,SE,FL,Canada,M,Chile,0,"Git, GCP, Spark, R, AWS",Bachelor,8,Finance,8.7,Neural Networks Co
AI Product Manager,68676,USD,68676,MI,PT,South Korea,L,South Korea,50,"Tableau, Kubernetes, Python",PhD,3,Manufacturing,7.4,Cognitive Computing
AI Specialist,140355,CAD,175444,SE,CT,Canada,L,Canada,100,"Spark, SQL, Computer Vision",Bachelor,7,Automotive,5.6,Neural Networks Co
Data Scientist,107343,EUR,91242,SE,CT,Austria,S,United States,100,"Linux, R, SQL, Spark, GCP",Master,6,Retail,5.6,Advanced Robotics
Data Analyst,124289,USD,124289,SE,PT,Ireland,M,Ireland,100,"Statistics, Tableau, SQL, Data Visualization, Python",Master,6,Telecommunications,7.1,Cloud AI Solutions
Deep Learning Engineer,111588,USD,111588,MI,FL,Ireland,L,Ireland,50,"Mathematics, TensorFlow, Tableau, Computer Vision",Associate,2,Consulting,5.5,Advanced Robotics
NLP Engineer,140602,AUD,189813,SE,PT,Australia,M,Australia,50,"SQL, Azure, AWS",Master,7,Technology,6.9,Autonomous Tech
Deep Learning Engineer,220576,USD,220576,SE,PT,Norway,L,Norway,0,"Deep Learning, Data Visualization, Java, GCP",Master,6,Real Estate,5.6,Neural Networks Co
Data Scientist,63791,USD,63791,EX,FT,India,L,India,50,"Java, Spark, GCP, Tableau, Computer Vision",PhD,16,Retail,9.6,Predictive Systems
Robotics Engineer,115544,EUR,98212,SE,FT,Austria,S,Italy,100,"PyTorch, TensorFlow, Computer Vision, GCP, Spark",PhD,5,Gaming,6.8,Digital Transformation LLC
Computer Vision Engineer,141470,USD,141470,SE,FL,Finland,L,Canada,50,"Java, Python, Kubernetes",Bachelor,7,Transportation,5.5,Machine Intelligence Group
Robotics Engineer,119546,USD,119546,SE,FL,Sweden,M,Switzerland,100,"Kubernetes, AWS, Computer Vision",Associate,8,Energy,7.2,TechCorp Inc
Robotics Engineer,70709,SGD,91922,EN,PT,Singapore,L,Singapore,0,"Spark, Linux, Scala, Docker",PhD,0,Technology,8.9,Cognitive Computing
Autonomous Systems Engineer,139969,AUD,188958,SE,FT,Australia,M,Australia,100,"Python, Spark, TensorFlow, MLOps, AWS",Bachelor,7,Gaming,6.0,Machine Intelligence Group
Computer Vision Engineer,249239,USD,249239,EX,CT,United States,M,United States,100,"Data Visualization, AWS, TensorFlow",Bachelor,19,Healthcare,6.6,DataVision Ltd
Data Scientist,72005,EUR,61204,EN,FL,France,M,France,0,"PyTorch, Scala, Data Visualization, Statistics, AWS",Master,1,Real Estate,7.7,Digital Transformation LLC
Head of AI,82315,USD,82315,MI,FL,Finland,M,Finland,0,"Java, Computer Vision, Tableau, Python",PhD,2,Media,5.4,DataVision Ltd
AI Product Manager,172045,USD,172045,SE,PT,Sweden,L,Sweden,100,"GCP, Linux, Deep Learning, Scala, MLOps",Associate,6,Consulting,8.2,Quantum Computing Inc
Data Engineer,227310,EUR,193214,EX,CT,Germany,M,Germany,100,"Data Visualization, Python, R",PhD,19,Technology,9.0,AI Innovations
Head of AI,84752,GBP,63564,MI,FL,United Kingdom,M,United Kingdom,50,"Azure, Tableau, Linux",Bachelor,3,Energy,5.7,Autonomous Tech
Principal Data Scientist,141732,USD,141732,SE,FL,Finland,L,Brazil,50,"MLOps, Scala, TensorFlow, Deep Learning, GCP",PhD,7,Transportation,9.6,Autonomous Tech
AI Architect,169211,USD,169211,SE,PT,Denmark,S,Argentina,100,"Java, Python, MLOps, TensorFlow, Kubernetes",Bachelor,8,Transportation,9.5,Machine Intelligence Group
Research Scientist,247914,GBP,185936,EX,FL,United Kingdom,M,United Kingdom,50,"SQL, Python, GCP, R, Hadoop",Master,17,Automotive,7.8,TechCorp Inc
Deep Learning Engineer,66536,CAD,83170,EN,FT,Canada,S,Malaysia,0,"PyTorch, Azure, MLOps",PhD,1,Energy,5.4,DeepTech Ventures
Robotics Engineer,133785,CHF,120407,MI,FL,Switzerland,M,Switzerland,50,"Spark, MLOps, GCP, Docker, Java",PhD,4,Finance,5.8,Digital Transformation LLC
Data Analyst,65022,GBP,48767,EN,CT,United Kingdom,L,United Kingdom,100,"Spark, GCP, SQL, NLP",Master,1,Real Estate,6.4,Cognitive Computing
NLP Engineer,247285,USD,247285,EX,FL,Norway,M,Norway,50,"NLP, SQL, Azure",Master,11,Government,9.8,Neural Networks Co
NLP Engineer,51541,USD,51541,EN,FL,Finland,M,Finland,0,"Java, Kubernetes, Data Visualization, Docker",PhD,0,Manufacturing,8.4,Digital Transformation LLC
AI Consultant,186164,GBP,139623,SE,PT,United Kingdom,L,New Zealand,0,"Linux, Scala, Mathematics, R, Azure",Master,6,Telecommunications,7.3,Quantum Computing Inc
NLP Engineer,80116,USD,80116,MI,CT,Ireland,S,Ireland,0,"Python, Hadoop, GCP, TensorFlow",PhD,4,Media,5.6,Neural Networks Co
AI Consultant,62190,EUR,52862,EN,CT,Austria,M,Netherlands,100,"Hadoop, Git, NLP, TensorFlow",PhD,0,Gaming,5.8,Cognitive Computing
Principal Data Scientist,99982,USD,99982,MI,PT,Sweden,M,Italy,50,"Git, Azure, Kubernetes",Bachelor,3,Finance,6.7,Smart Analytics
AI Architect,126992,CAD,158740,SE,PT,Canada,L,Austria,100,"Git, Scala, Data Visualization, Python",PhD,5,Consulting,6.9,Quantum Computing Inc
NLP Engineer,283236,USD,283236,EX,FL,Denmark,M,Denmark,0,"Mathematics, Linux, Git",PhD,12,Real Estate,8.2,AI Innovations
Machine Learning Engineer,211425,CHF,190283,SE,PT,Switzerland,L,Singapore,100,"Linux, Data Visualization, Hadoop",PhD,8,Manufacturing,7.7,Cloud AI Solutions
Data Scientist,44730,CAD,55913,EN,PT,Canada,S,Israel,0,"Linux, GCP, R, Hadoop, SQL",Associate,0,Retail,8.7,Digital Transformation LLC
Data Analyst,34838,USD,34838,MI,PT,China,S,China,50,"Scala, AWS, Docker",Associate,4,Finance,6.9,Smart Analytics
AI Software Engineer,225196,USD,225196,EX,FL,United States,S,United States,0,"Java, R, Hadoop, Kubernetes, PyTorch",PhD,12,Transportation,7.1,Neural Networks Co
Head of AI,122390,USD,122390,MI,FT,United States,M,United States,0,"PyTorch, TensorFlow, Computer Vision, Docker, Mathematics",Associate,2,Media,6.3,TechCorp Inc
Deep Learning Engineer,134314,USD,134314,SE,FL,Finland,M,Finland,100,"AWS, SQL, PyTorch",Master,9,Government,9.4,Machine Intelligence Group
Autonomous Systems Engineer,63509,USD,63509,EN,PT,Israel,M,Israel,100,"Hadoop, Deep Learning, Scala, Python",Master,1,Transportation,6.5,Algorithmic Solutions
AI Software Engineer,179124,JPY,19703640,SE,CT,Japan,L,Japan,50,"Spark, SQL, R, Scala",Bachelor,6,Gaming,7.7,DataVision Ltd
AI Architect,128394,GBP,96296,MI,PT,United Kingdom,L,Poland,100,"SQL, Tableau, Mathematics, Data Visualization",PhD,3,Manufacturing,6.4,TechCorp Inc
Deep Learning Engineer,126623,CHF,113961,MI,FL,Switzerland,L,Brazil,0,"SQL, Scala, MLOps, R, Git",PhD,3,Energy,6.4,Algorithmic Solutions
AI Architect,113817,EUR,96744,SE,PT,Germany,M,Germany,50,"TensorFlow, Docker, Kubernetes",Master,8,Finance,8.0,Quantum Computing Inc
AI Architect,139320,USD,139320,EX,CT,South Korea,L,South Korea,100,"MLOps, Scala, Linux, Deep Learning, Computer Vision",Master,16,Technology,7.6,Advanced Robotics
AI Product Manager,123195,EUR,104716,SE,FL,Germany,S,Germany,100,"Python, MLOps, Tableau, TensorFlow, GCP",Master,6,Transportation,8.6,Quantum Computing Inc
AI Architect,59966,CAD,74958,EN,PT,Canada,M,Ireland,0,"Computer Vision, NLP, GCP, Linux, Azure",PhD,0,Finance,5.8,Digital Transformation LLC
AI Research Scientist,32241,USD,32241,EN,CT,India,L,India,100,"Kubernetes, Data Visualization, Azure",Bachelor,1,Energy,6.2,Cognitive Computing
Autonomous Systems Engineer,125879,CAD,157349,EX,FT,Canada,S,Canada,0,"Git, GCP, MLOps",Bachelor,13,Retail,8.7,Quantum Computing Inc
Head of AI,63170,USD,63170,MI,FL,Israel,S,Israel,0,"SQL, PyTorch, Azure, MLOps, Git",Bachelor,2,Media,5.1,Digital Transformation LLC
NLP Engineer,155126,JPY,17063860,EX,CT,Japan,M,New Zealand,50,"Python, TensorFlow, NLP",Associate,16,Real Estate,10.0,Neural Networks Co
AI Architect,86565,CAD,108206,MI,CT,Canada,M,Canada,100,"SQL, Python, Spark, Scala",Bachelor,2,Manufacturing,6.7,Quantum Computing Inc
Principal Data Scientist,103951,EUR,88358,MI,CT,Germany,L,Germany,100,"TensorFlow, Data Visualization, Python, Mathematics, Kubernetes",PhD,4,Retail,9.4,Algorithmic Solutions
Data Engineer,121572,USD,121572,SE,FL,Ireland,L,Ireland,100,"Linux, TensorFlow, Docker",Associate,8,Real Estate,8.3,TechCorp Inc
Deep Learning Engineer,80289,USD,80289,EN,CT,Denmark,M,Denmark,50,"R, Azure, AWS",Associate,0,Transportation,9.5,Smart Analytics
Head of AI,142312,USD,142312,SE,FL,United States,L,United States,100,"NLP, Hadoop, Scala, Tableau",Bachelor,9,Media,7.4,Future Systems
ML Ops Engineer,45228,USD,45228,MI,PT,China,L,China,100,"Deep Learning, Kubernetes, Spark, NLP",Associate,3,Government,5.3,Algorithmic Solutions
AI Architect,105421,SGD,137047,MI,FL,Singapore,M,Singapore,50,"NLP, TensorFlow, Tableau",Associate,3,Transportation,7.0,Cognitive Computing
Autonomous Systems Engineer,253979,CHF,228581,EX,FL,Switzerland,M,Thailand,100,"Hadoop, Scala, PyTorch, AWS, Data Visualization",Associate,11,Government,7.3,Neural Networks Co
Autonomous Systems Engineer,80682,EUR,68580,MI,PT,Netherlands,S,Chile,50,"NLP, Git, Spark, AWS, Hadoop",Bachelor,4,Education,6.8,Machine Intelligence Group
Machine Learning Engineer,58564,USD,58564,SE,PT,China,L,China,0,"Java, GCP, Deep Learning",Master,5,Energy,7.7,Future Systems
ML Ops Engineer,165885,EUR,141002,EX,FL,France,M,France,0,"Python, Deep Learning, Data Visualization",PhD,19,Media,10.0,Digital Transformation LLC
Data Engineer,190838,USD,190838,SE,PT,Denmark,M,Austria,100,"Deep Learning, AWS, Statistics",Bachelor,6,Telecommunications,9.6,Predictive Systems
AI Specialist,55369,USD,55369,EX,FL,India,M,India,0,"Docker, GCP, Data Visualization, Mathematics, Tableau",Associate,17,Automotive,10.0,AI Innovations
Data Scientist,71105,EUR,60439,EN,FL,Netherlands,L,Netherlands,0,"Spark, PyTorch, Mathematics",Master,0,Telecommunications,7.5,Quantum Computing Inc
Deep Learning Engineer,75264,USD,75264,EN,FL,Sweden,M,Sweden,0,"GCP, Tableau, Python, Data Visualization, TensorFlow",Associate,0,Retail,6.1,Smart Analytics
Autonomous Systems Engineer,164799,USD,164799,SE,FT,Norway,M,Norway,100,"Hadoop, Kubernetes, Python, R, SQL",Master,9,Gaming,6.2,Neural Networks Co
Machine Learning Engineer,76924,EUR,65385,MI,FT,Austria,M,Portugal,50,"Spark, Azure, Kubernetes",PhD,3,Telecommunications,6.5,Cognitive Computing
Principal Data Scientist,43350,USD,43350,MI,PT,India,L,Ireland,50,"Git, Azure, Hadoop",Associate,3,Healthcare,9.3,Predictive Systems
AI Product Manager,61506,EUR,52280,EN,FL,Austria,S,Austria,0,"Kubernetes, Hadoop, PyTorch, Git, Data Visualization",Associate,0,Education,6.3,Cognitive Computing
AI Architect,102342,AUD,138162,MI,PT,Australia,M,Australia,100,"Python, SQL, Hadoop",PhD,4,Consulting,9.6,Digital Transformation LLC
AI Product Manager,167315,CHF,150584,SE,CT,Switzerland,L,Switzerland,50,"Scala, Computer Vision, SQL, GCP, MLOps",PhD,8,Transportation,6.2,Quantum Computing Inc
AI Consultant,128451,EUR,109183,EX,PT,France,M,France,0,"Spark, Python, Statistics, Java, TensorFlow",Master,19,Real Estate,9.4,Autonomous Tech
Robotics Engineer,71957,GBP,53968,EN,FT,United Kingdom,S,United Kingdom,0,"Scala, GCP, Computer Vision, Docker",Master,0,Healthcare,6.3,DataVision Ltd
ML Ops Engineer,117836,AUD,159079,SE,PT,Australia,L,Argentina,50,"Python, PyTorch, Git, Computer Vision, Statistics",PhD,6,Education,5.9,Algorithmic Solutions
Data Engineer,121319,SGD,157715,MI,PT,Singapore,L,New Zealand,50,"GCP, Git, Mathematics, Computer Vision, TensorFlow",Bachelor,4,Real Estate,8.7,TechCorp Inc
Machine Learning Researcher,118151,EUR,100428,EX,FL,France,S,France,100,"TensorFlow, SQL, MLOps",Associate,13,Retail,6.1,Cognitive Computing
AI Software Engineer,82974,GBP,62231,MI,FL,United Kingdom,S,United Kingdom,0,"Linux, AWS, Deep Learning, Scala",Bachelor,3,Telecommunications,7.9,Future Systems
Data Analyst,91372,USD,91372,EN,FT,Ireland,L,Ireland,50,"Python, TensorFlow, PyTorch",Bachelor,0,Consulting,9.5,Predictive Systems
AI Product Manager,33654,USD,33654,EN,FL,China,M,China,0,"Spark, SQL, Linux, Hadoop",Associate,0,Healthcare,5.9,Neural Networks Co
Head of AI,156264,EUR,132824,SE,FL,France,L,South Africa,50,"Kubernetes, SQL, PyTorch, Data Visualization, Computer Vision",PhD,8,Education,7.4,Cognitive Computing
